;exp;edu;hab;v_tit;v_desc;score;training_score
3;the same;the same;the same;Analista Programador Java; Atuar com desenvolvimento de aplica̵̤es JAVA baseadas nas tecnologias Java Servlet, e Java Server Pages (JSP) para servidores de aplica̵̤es e servidores de aplica̤̣o web, tais como Jboss, WebLogic, WebSphere, Apache Tomcat, entre outros. Conhecimentos profundos de IDE\'s (Eclipse e Netbeans), Javascript, HTML, XML e Spring Batch. Codificar programas e testesunit��rios (JUnit), Conhecimentos pr��ticos de sistema operacional, banco de dados relacional. Implantar as aplica̵̤es desenvolvidas., Experi̻ncia em desenvolvimento usando ferramentas Java Standard Edition (Java SE), Java Enterprise Edition (JEE).;6;0,4
4;the same;the same;the same;Desenvolvedor Java; Realiza as fases de elabora̤̣o de requisitos e da programa̤̣o de sistemas Java, desenvolve, testa e implementa., Experiencia comprovada em desenvolvimento de sistemas em m̩todos ��geis, java Development Kit Enterprise Edition (Java EE, JSP), Spring Web MVC, Spring Boot / Arquitetura de micro servi̤os, Angular. Experi̻ncia boa com HTML, CSS e JavaScript, Query, stack Netflix., Superior Completo.;7;0,3
5;the same;the same;the same;Programador Java Pleno; Atuar com Java para Web (HTML, CSS, javascript, jQuery), JSP com Servlets., Experi̻ncia em Java para Web (HTML, CSS, javascript, jQuery), JSP com Servlets. Experi̻ncia com arquitetura de solṳ̵es (Aplica̵̤es em camadas, MVC, procedural, etc). An��lise de requisitos. , Conhecimentos T̩cnicos em Java J2EE.;8;0,2
6;the same;the same;the same;Programador Java; Programador Java Web e Desktop. Ter conhecimentos avan̤ados nas linguagens Java, Javascript, HTML, SQL e nos bancos de dados Oracle, SQL Server, MySQL e PostgreSQL., Desej��vel portf�?lio com sites j�� desenvolvidos, experi̻ncia na ferramenta Eclipse, JQuery, Bootstrap e Jasper.;8;0,2
7;the same;the same;the same;Desenvolvedor Java Pleno; Atuar nos sistemas Hibernate, JPA, JSF, EJB, Spring, Java Script: Bootstrap, AngularJS, JQuery, servidores de aplica̤̣o: JBoss, Tomcat e banco de dados: Oracle e SQL Server., Ensino Superior completo em Sistemas de Informa̤̣o ou Sistemas da Computa̤̣o., Desej��vel conhecimento em HTML5.;8;0,2
8;the same;the same;the same;Desenvolvedor Web; Dominar o paradigma de programa̤̣o orientada a objeto., Ensino Superior., Ingl̻s t̩cnico. Conhecimento na linguagem de programa̤̣o Java J2EE (JSF, EJB, Maven, JBOSS Seam, Javascript). Conhecimentos em XHTML, Oracle PL/SQL, modelagem UML, engenharia de software e processos de desenvolvimento de software, Bugzilla e SVN.Forte conhecimento em desenvolvimento front-end (JSF e XHTML) ser�� um diferencial. Superior completo em Sistemas de Informa̤̣o, Ci̻ncia da Computa̤̣o ou afi;7;0,3
9;the same;the same;the same;Analista de Sistemas Java; Desenvolvimento de sistemas em Java para web, participa̤̣o em projetos, testes etc., Experi̻ncia desenvolvendo sistemas em Java para Web (Java EE, EJB, JSF ou similar). Experi̻ncia em Banco de Dados Oracle (PL / SQL). Desej��vel experi̻ncia com desenvolvimento JBoss Seam. Desej��vel conhecimentos em Spring Framework, JSF, Facelets, Richfaces, JPA, Hibernate, Ant, Maven, JUnit, Selenium e Jasper Reports.;7;0,3
0;Analista de Sistemas J̼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Desenvolvedor Java S̻nior; Atuar com engenharia de software, gera̤̣o de documenta̤̣o t̩cnica Linux, Windows e pacote Office , ferramenta de controle de versionamento de c�?digo. Realizar testes e programa̵̤es., Experi̻ncia em desenvolvimento de software, experi̻ncia com Git em desenvolvimento de frameworks , desenvolvimento baseado em componentes, com metodologias ��geis e ferramentas de integra̤̣o cont�?nua ser�� um diferencial., Ensino Superior em Ci̻ncia da Computa̤̣o, An��lise de Sistemas ou ��reas afins., Conhecimentos comprovados em: Arquitetura de Sistemas, Java, Spring MVC, Web Development, Hibernate, Oracle, AngularJS, Jquery, HTML5 e UML.;7;0,3
1;the same;the same;the same;Desenvolvedor .NET; Ir�� atuar em Desenvolvimento em C# e .NET, dentre outras atividades relacionadas a fun̤̣o., Experi̻ncia na fun̤̣o., Gradua̤̣o ou estar cursando Engenharia da Computa̤̣o, An��lise de Sistemas ou ��reas correlatas., Conhecimento Web (HTML, CSS, Javascript, JQuery);7;0,3
2;the same;the same;the same;Analista de Sistemas; Atuar com SQL Server, em SO\\\'s Windows, ITL, SGBD\\\'s e Vers̵es, Backup, restore e recupera̤̣o em monitora̤̣o de Banco de Dados., Ensino Superior em Ci̻ncias da Computa̤̣o, Sistema de Informa̤̣o ou ��reas afins. Certifica̤̣o em SQL Server.;7;0,3
3;the same;the same;the same;Analista Desenvolvedor Front-end; Desenvolver Sistemas Web (Front End). Manter os Sistemas Desenvolvidos., Experi̻ncia em desenvolvimento utilizando Javascript, CSS, JSON, GIT, Nodejs, API\\\'s Rest e MVC. Desej��vel viv̻ncia em Java e SQL, Ensino Superior completo.;7;0,3
4;the same;the same;the same;Desenvolvedor de Sistemas J̼nior; Atua̤̣o com as atividades de programa̤̣o PHP e JavaScript, com banco de dados PostgreSQL, entre outras atividades da ��rea., Experi̻ncia com linguagem PHP, HTML 5 e CSS, com banco de dados PostgreSQL. Ensino Superior.;8;0,2
5;the same;the same;the same;Programador Web; Desenvolvimento de sites institucionais, hotsites e landing pages, focado em programa̤̣o front-end (HTML, CSS, jQuery), al̩m de PHP e sistemas CMS (Content Management)., Conhecimento avan̤ado em HTML / CSS / jQuery / Bootstrap (responsividade). Conhecimentos intermedi��rio em PHP. Experi̻ncia com CMS\'s do mercado, CMS\'s / frameworks desej��veis, Laravel, Drupal e October.;8;0,2
6;the same;the same;the same;Analista de TI J̼nior; Atuar�� na ��rea de Engenharia da TV, para constrṳ̣o e manuten̤̣o de aplica̵̤es web e aplicativos orientados ��s ��reas de neg�?cio e ao telespectador., Conhecimento em Linguagens e tecnologias: PHP, JavaScript, HTML e CSS, Frameworks/Microframeworks: Laravel e Lumen, utiliza̤̣o de APIs REST, MySQL, versionamento GIT. Linguagem de programa̤̣o Python, Desenvolvimento mobile - iOS/Android, Utiliza̤̣o de servi̤os cloud como AWS/Google/Azure/IBM, Conhece ou utiliza ferramentas de BigData, Conhece ou utiliza ferramentas de Data Science, Gerenciamento b��sico do Linux como ambiente b��sico de servidores e Utiliza̤̣o de shell scripts.;6;0,4
7;the same;the same;the same;Analista de Sistemas; Atuar com SGBD\'s e Vers̵es;0;1
8;the same;the same;the same;Programador PHP; Programa PHP. Realiza corre̵̤es e testes de programas j�� desenvolvidos., Conhecimentos em WordPress, Woocommerce e integra̤̣o com API\'s. HTML, CSS e JavaScript.;7;0,3
9;the same;the same;the same;Desenvolvedor Scrum Master; Programar, codificar e testar linguagens de programa̤̣o, com base nos sistemas desenvolvidos entre demais atividades na fun̤̣o.;7;0,3
0;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,Gesṭo de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Analista J̼nior de ETL; Desenvolvimento e manuten̤̣o de processos de ETL utilizando SSIS (Microsoft SQL Server Integration Services., Experi̻ncia em: Modelagem data warehouse., Ensino Superior completo em Ci̻ncia da Computa̤̣o, Sistema de Informa̤̣o e ��reas afins., Processos de carga ETL (extra̤̣o-transforma̤̣o- carga) nos bancos Oracle ou SQL Server PL/SQL, Data Manager, PowerCenter, Diferencial: SSIS (Integration Service), Data Tools, DataStage;6;0,4
1;the same;the same;the same;DBA SQL Server S̻nior; Atuar com banco de dados: SQL Server e Oracle, otimiza̤̣o de Queries, Tuning, views, jobs, cluster, triggers, back-up e restore, performance, troubleshoot, desenvolvimento de procedures em ambiente complexos e infraestrutura, com modelagem de bases de dados e migra̤̣o de vers̵es de bancos de dados, com desenvolvimento e implanta̤̣o de projetos BI e Big Data, ferramentas: Data Flow / Big Query / Data Studio. Desenvolver processos de integra̤̣o com ETL e relat�?rios. Definir modelagem e modelos de dados BI., Experi̻ncia em administra̤̣o de banco de dados. Ensino Superior.;4;0,6
2;the same;the same;the same;Analista Programador Java; Atuar com big e fast data, modelagem e administra̤̣o de banco de dados, solṳ̵es de integra̤̣o cont�?nua e desenvolvimento ��gil. Experi̻ncia em desenvolvimento de sistemas J2EE (Application Server e Design Patterns), ingl̻s t̩cnico para leitura e conversa̤̣o. Desej��vel possuir certifica̤̣o Java.;7;0,3
3;the same;the same;the same;Programador C++; Desenvolver aplicativos embarcados em dispositivos como roteadores, modems e m��quinas de cobran̤a de carṭo de cr̩dito. Ser respons��vel por desenvolvimento de software de alta complexidade que gera dados de qualidade a serem armazenados em uma plataforma de Big Data., Forma̤̣o Superior em Ci̻ncia da Computa̤̣o ou Engenharia. Necess��rio conhecimento profundo de programa̤̣o em C e C++. Desej��vel, mas ṇo necess��rio, conhecimento de plataformas Big Data como Hadoop/Spark e ferramentas como JSON e Kibana. Necess��rio experi̻ncia comprovada em programa̤̣o.;3;0,7
4;the same;the same;the same;Analista Programador Java; Atuar nas atividades de levantamento, desenvolvimento, manuten̤̣o e suporte a testes., Experi̻ncia comprovada na fun̤̣o. Experi̻ncia em projetos de inteligencia artificial, Java, CSS3, HTML 5, Aplica̵̤es Mobile, Oracle, metodologia Scrum., Superior em Ci̻ncia da Computa̤̣o Engenharia da Computa̤̣o ou Sistema da Informa̤̣o., Conhecimento em Oracle.;3;0,7
5;the same;the same;the same;Coordenador de TI; Liderar Equipes e Gerenciamento de Projetos., Experi̻ncia em projetos de sistemas gerenciais de BI, datawarehouse., Conhecimento em Big Data e Analytics, Conhecimento R, m̩todos de data driven decision.;7;0,3
6;the same;the same;the same;Programador Back-end; Desenvolvimento e manuten̤̣o em aplicativo multiplataforma utilizando recursos de Intelig̻ncia Artificial., Ter conhecimentos em Node.js, Express, APIs RESTFull, MongoDB, GoogleCloud e Natural Language Processing API, chatbots, Intelig̻ncia Artificial e Machine Learning.;5;0,5
7;the same;the same;the same;Analista Desenvolvedor Java; Atuar como desenvolvedor com atividades de suporte �� usu��rio usando tecnologias Java num SaaS que aplica Big Data na gesṭo do cr̩dito e cobran̤a e atuar com atividades de suporte �� usu��rio usando tecnologias Java num SaaS que aplica Big Data na gesṭo do cr̩dito e cobran̤a., Experi̻ncia avan̤ada com programa̤̣o Java + Java Web. Framework Spring (Mvc, Data, Rest, etc). SQL. HTML, CSS, Javascript, Bootstrap. Desenvolvimento e integra̵̤es de APIs Restful. Ser�� um diferencial experi̻ncia com Big Data e AngularJS., Necess��rio Ensino Superior completo em Ci̻ncia da Computa̤̣o ou cursos afins. Desej��vel especializa̤̣o em curso ou conclu�?da.;7;0,3
8;the same;the same;the same;Analista de Infraestrutura - S̻nior; Atuar com configura̤̣o e implanta̤̣o de redes, manuten̤̣o de servidores e data center, planejar capacidade e desenvolver projetos de melhorias dos servi̤os corporativos., Ensino Superior.;3;0,7
9;the same;the same;the same;Desenvolvedor Fullstack - Foco em Front; Desenvolvimento de projetos e produtos da empresa (SaaS). Manuten̤̣o e testes., Forma̤̣o na ��rea de Tecnologia ou Ci̻ncias Exatas., Conhecimento em Front-end para Web Development, Node.js e JavaScript (intermedi��rio) - APIs. Diferenciais: C# e/ou ASP.Net, idealmente .Net core, Web framework/MVH (AngularJS, React, Vue.js), idealmente Angular 2/4, SQL, MongoDB ou Neo4J (ou outro banco ou tecnologia de grafos), Big data, BI, dashboards, Crawling, desenvolvimento de APP h�?brido ou nativo para iOS e Android, UX, Design, intelig̻ncia artificial (bots, machine learning, NLP etc.), Webhooks, seguran̤a da informa̤̣o, Azure e/ou escalabilidade de servidores cloud Habilidades e perfil de gesṭo.;7;0,3
0;Data Scientist,Data Scientist ,Data Scientist,Data Scientist,Data Scientist;Master's degree,Computer and Information Sciences,Engineer's degree,Electronic and Computational Engineering;Python,C++,Algorithms,Machine Learning,Neural Networks,Linux,Matlab,Scrum,Java,Artificial Intelligence,Optimization,C,Data Science,Computer Vision,Pattern Recognition,Startup,Image Processing,Digital Image Processing,Fuzzy Logic,SQL,Computational Intelligence,Data MIning,Genetic Algorithms,Deep Learning;Analista J̼nior de ETL; Desenvolvimento e manuten̤̣o de processos de ETL utilizando SSIS (Microsoft SQL Server Integration Services., Experi̻ncia em: Modelagem data warehouse., Ensino Superior completo em Ci̻ncia da Computa̤̣o, Sistema de Informa̤̣o e ��reas afins., Processos de carga ETL (extra̤̣o-transforma̤̣o- carga) nos bancos Oracle ou SQL Server PL/SQL, Data Manager, PowerCenter, Diferencial: SSIS (Integration Service), Data Tools, DataStage;7;0,3
1;the same;the same;the same;Desenvolvedor Java S̻nior; Desenvolvimento, an��lise de Software entre demais atividades pertinentes ao cargo., Ensino Superior completo., Java Spring Boot Spring Data RESTful API Redis Solar MongoDB.;8;0,2
2;the same;the same;the same;DBA SQL Server S̻nior; Atuar com banco de dados: SQL Server e Oracle, otimiza̤̣o de Queries, Tuning, views, jobs, cluster, triggers, back-up e restore, performance, troubleshoot, desenvolvimento de procedures em ambiente complexos e infraestrutura, com modelagem de bases de dados e migra̤̣o de vers̵es de bancos de dados, com desenvolvimento e implanta̤̣o de projetos BI e Big Data, ferramentas: Data Flow / Big Query / Data Studio. Desenvolver processos de integra̤̣o com ETL e relat�?rios. Definir modelagem e modelos de dados BI., Experi̻ncia em administra̤̣o de banco de dados. Ensino Superior.;6;0,4
3;the same;the same;the same;Programador C++; Desenvolver aplicativos embarcados em dispositivos como roteadores, modems e m��quinas de cobran̤a de carṭo de cr̩dito. Ser respons��vel por desenvolvimento de software de alta complexidade que gera dados de qualidade a serem armazenados em uma plataforma de Big Data., Forma̤̣o Superior em Ci̻ncia da Computa̤̣o ou Engenharia. Necess��rio conhecimento profundo de programa̤̣o em C e C++. Desej��vel, mas ṇo necess��rio, conhecimento de plataformas Big Data como Hadoop/Spark e ferramentas como JSON e Kibana. Necess��rio experi̻ncia comprovada em programa̤̣o.;4;0,6
4;the same;the same;the same;Coordenador de TI; Liderar Equipes e Gerenciamento de Projetos., Experi̻ncia em projetos de sistemas gerenciais de BI, datawarehouse., Conhecimento em Big Data e Analytics, Conhecimento R, m̩todos de data driven decision.;9;0,1
5;the same;the same;the same;Programador Back-end; Desenvolvimento e manuten̤̣o em aplicativo multiplataforma utilizando recursos de Intelig̻ncia Artificial., Ter conhecimentos em Node.js, Express, APIs RESTFull, MongoDB, GoogleCloud e Natural Language Processing API, chatbots, Intelig̻ncia Artificial e Machine Learning.;7;0,3
6;the same;the same;the same;Analista Desenvolvedor Java; Atuar como desenvolvedor com atividades de suporte �� usu��rio usando tecnologias Java num SaaS que aplica Big Data na gesṭo do cr̩dito e cobran̤a e atuar com atividades de suporte �� usu��rio usando tecnologias Java num SaaS que aplica Big Data na gesṭo do cr̩dito e cobran̤a., Experi̻ncia avan̤ada com programa̤̣o Java + Java Web. Framework Spring (Mvc, Data, Rest, etc). SQL. HTML, CSS, Javascript, Bootstrap. Desenvolvimento e integra̵̤es de APIs Restful. Ser�� um diferencial experi̻ncia com Big Data e AngularJS., Necess��rio Ensino Superior completo em Ci̻ncia da Computa̤̣o ou cursos afins. Desej��vel especializa̤̣o em curso ou conclu�?da.;6;0,4
7;the same;the same;the same;Programador Java EE Pleno; Desenvolver, testar e analisar bugs e corre̵̤es., Experi̻ncia com JAVA EE., Ensino Superior cursando., Conhecimentos Obrigat�?rios: Java EE e Orienta̤̣o a Objetos, Spring Data JPA, etc), JPA e Hibernate e HTML5, CSS3 e JavaScript. Conhecimentos Desej��veis: Angular 4 (̩ um grande diferencial!), RESTful Web Services, SOAP, JSF e CDI, Ecossistema Spring (Spring MVC, Spring Boot, Spring Data JPA, etc), Struts e Android.;5;0,5
8;the same;the same;the same;Analista de Infraestrutura - S̻nior; Atuar com configura̤̣o e implanta̤̣o de redes, manuten̤̣o de servidores e data center, planejar capacidade e desenvolver projetos de melhorias dos servi̤os corporativos., Ensino Superior.;3;0,7
9;the same;the same;the same;Desenvolvedor Fullstack - Foco em Front; Desenvolvimento de projetos e produtos da empresa (SaaS). Manuten̤̣o e testes., Forma̤̣o na ��rea de Tecnologia ou Ci̻ncias Exatas., Conhecimento em Front-end para Web Development, Node.js e JavaScript (intermedi��rio) - APIs. Diferenciais: C# e/ou ASP.Net, idealmente .Net core, Web framework/MVH (AngularJS, React, Vue.js), idealmente Angular 2/4, SQL, MongoDB ou Neo4J (ou outro banco ou tecnologia de grafos), Big data, BI, dashboards, Crawling, desenvolvimento de APP h�?brido ou nativo para iOS e Android, UX, Design, intelig̻ncia artificial (bots, machine learning, NLP etc.), Webhooks, seguran̤a da informa̤̣o, Azure e/ou escalabilidade de servidores cloud Habilidades e perfil de gesṭo.;5;0,5
0;Recruiter,Backend Developer,Backend Developer;High School;Programa̤̣o funcional,JavaScript,Python,Git,Linux,MySQL,SQL,Desenvolvimento de software,Desenvolvimento de programas,Banco de dados,CSS;Analista Desenvolvedor Java; Atuar no desenvolvimento e manuten̤̣o de sistemas Backend em JAVA., Experi̻ncia no desenvolvimento e manuten̤̣o de sistemas WEB em JAVA. Experi̻ncia com integra̤̣o de sistemas., Ensino Superior cursando., Conhecimentos bancos de dados SQL.;8;0,2
1;the same;the same;the same;Analista de Desenvolvimento Java; Ir�� atuar no desenvolvimento e manuten̤̣o de sistemas backend em JAVA., Experi̻ncia no desenvolvimento e manuten̤̣o de sistemas WEB em JAVA., Ensino Superior cursando., Ingl̻s - T̩cnico;8;0,2
2;the same;the same;the same;Desenvolvedor Frontend Pleno; Desenvolvimento de sistemas e sites web baseados em design provido. Realizar integra̤̣o com servi̤os backend utilizando JSON. Publicar material produzido em reposit�?rio GIT. Debater tecnicamente com a equipe de backend e design durante as atividades de planejamento. Gerenciar seu backlog no JIRA utilizando Scrum., Desej��vel cursando Superior. Experi̻ncias e qualifica̵̤es: BootStrap, CSS e HTML. Conhecimento avan̤ado com JavaScript. Framework ReactNative com redux. Integra̤̣o com BackEnd RestFul. Programa̤̣o JAVA BackEnd (Spring MVC, Maven, Spring DB, webservices e JSON) - ser�� considerado um diferencial e banco de dados Oracle.;4;0,6
3;the same;the same;the same;Web Developer PHP S̻nior; Atuar com programa̤̣o de Sistemas ERP em ambiente Web, testes e configura̵̤es. Ensino Superior na ��rea de Tecnologia ou Engenharia. S�?lidos conhecimentos de PHP / MySQL, HTML, CSS, Bootstrap, jQuery e JavaScript.;6;0,4
4;the same;the same;the same;Desenvolvedor Front-end; Desenvolvimento de sistemas e sites web baseados em design provido. Realizar integra̤̣o com servi̤os backend utilizando JSON. Publicar material produzido em reposit�?rio GIT. Debater tecnicamente com a equipe de backend e design durante as atividades de planejamento. Gerenciar seu backlog no JIRA utilizando Scrum., Desej��vel Gradua̤̣o Cursando., Conhecimento avan̤ado com Java script, Framework ReactNative com redux. Integra̤̣o com BackEnd RestFul. Programa̤̣o JAVA BackEnd (Spring MVC, Maven, Spring DB, webservices e JSON) - ser�� considerado um diferencial. Banco de dados Oracle.;4;0,6
5;the same;the same;the same;Desenvolvedor Java Backend; Atuar no desenvolvimento em Java Backend, Webserves, barramento de servi̤os e banco de dados., Experi̻ncia em Java Backend.;7;0,3
6;the same;the same;the same;Analista Programador PHP Pleno; Trabalhar na cria̤̣o de sistemas web sites e manuten̤̣o, sites e sistemas existentes. Realizar testes e configura̵̤es. O perfil do programador ̩ mais focado para o backend, mas a atividade ṇo se resume somente a isso. Desenvolvimento ser�� tanto Front-end quanto Backend. Dom�?nio em: CodeIgniter, Javascript, HTML e CSS. Conhecimentos em: jQuery, Bootstrap, Git e MySQL.;7;0,3
7;the same;the same;the same;Desenvolvedor PHP; Trabalhar na cria̤̣o de sistemas web sites e manuten̤̣o, sites e sistemas existentes. Realizar testes e configura̵̤es. O perfil do programador ̩ mais focado para o backend, mas a atividade ṇo se resume somente a isso. Desenvolvimento ser�� tanto Front-end quanto Backend., Ensino Superior., Dom�?nio em: CodeIgniter, Javascript, HTML e CSS. Conhecimentos em: jQuery, Bootstrap, Git e MySQL. Programa̤̣o: CSS, HTML, JavaScript, jQuery;7;0,3
8;the same;the same;the same;Programador Full Stack Developer; Atuar�� em Startup com as seguintes experi̻ncias: Html, CSS, JavaScript, Node JS e Banco de dados SQL., Desej��vel experi̻ncia como programador Full Stack developer., Ensino Superior completo na ��rea de TI.;5;0,5
9;the same;the same;the same;Full-Stack Developer; Ir�� atuar com PHP, HTML5, CSS entre outras atividades., Ensino Superior., Conhecimento em Node.js e Angular;5;0,5
